CompanyCode,Issuer,URL,🌐,Formed,Issue,Shares,Stake,Holding date
00626,PUBLIC BANK (HONG KONG) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1626,HK,1934-12-31,Ordinary shares, ,100.00%,2013-12-31
00626,WINTON (B.V.I.) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=141581,VG,,Ordinary shares, ,100.00%,2013-12-31
00939,AVIC CCB Aviation Industry Equity Investment (Tianjin) Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=2537278,CN,,Equity joint venture, , ,2012-12-31
00939,CCB International Group Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=1214542,HK,2006-08-15,Ordinary shares, ,100.00%,2018-10-26
00939,China Construction Bank (Asia) Corporation Limited,https://webb-site.com/dbpub/orgdata.asp?p=662,HK,1912-02-21,Ordinary shares, ,100.00%,2012-12-31
00939,DIAMOND STRING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=51569,HK,1993-03-18,Ordinary shares, ,50.00%,2008-07-31
01111,BANK CONSORTIUM HOLDING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=30579,HK,1999-05-12,Ordinary shares, ,13.33%,2012-12-31
01111,BC REINSURANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=21012,HK,2000-10-18,Ordinary shares, ,21.00%,2012-12-31
01111,CARD ALLIANCE COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=857820,HK,2000-03-20,Ordinary shares, ,100.00%,2012-12-31
01111,Chong Hing (Nominees) Limited,https://webb-site.com/dbpub/orgdata.asp?p=1644,HK,1970-11-06,Ordinary shares, ,100.00%,2012-12-31
01111,CHONG HING COMMODITIES AND FUTURES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=71812,HK,1987-05-19,Ordinary shares, ,100.00%,2012-12-31
01111,Chong Hing Finance Limited,https://webb-site.com/dbpub/orgdata.asp?p=187296,HK,1973-07-04,Ordinary shares, ,100.00%,2012-12-31
01111,Chong Hing Information Technology Limited,https://webb-site.com/dbpub/orgdata.asp?p=198178,HK,1975-12-23,Ordinary shares, ,100.00%,2012-12-31
01111,CHONG HING INSURANCE COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=134722,HK,1960-05-28,Ordinary shares, ,100.00%,2012-12-31
01111,CHONG HING SECURITIES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=50782,HK,1984-12-07,Ordinary shares, ,100.00%,2012-12-31
01111,GALLBRAITH LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=244800,HK,1981-01-20,Ordinary shares, ,100.00%,2012-12-31
01111,HERO MARKER LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1829699,HK,2011-11-23,Ordinary shares, ,100.00%,2012-12-31
01111,HONG KONG LIFE INSURANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=21011,HK,2000-03-17,Ordinary shares, ,16.70%,2012-12-31
01111,NET ALLIANCE CO. LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=858671,HK,2000-03-27,Ordinary shares, ,17.60%,2012-12-31
01111,TOP BENEFIT ENTERPRISE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1785183,HK,2011-07-21,Ordinary shares, ,100.00%,2012-12-31
01288,ABC INTERNATIONAL HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1536385,HK,2009-11-10,Ordinary shares, ,100.00%,2017-07-28
01398,China Hua Rong Asset Management Corporation,https://webb-site.com/dbpub/orgdata.asp?p=11739,CN,,Ordinary shares, ,100.00%,2000-10-09
01398,Chinese Mercantile Bank,https://webb-site.com/dbpub/orgdata.asp?p=1688,CN,,Ordinary shares, ,30.00%,1996-12-31
01398,ICBC International Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=60975,HK,1973-03-30,Ordinary shares, ,100.00%,2013-03-31
01398,Industrial and Commercial Bank of China (Macau) Limited,https://webb-site.com/dbpub/orgdata.asp?p=58727,MO,,Ordinary shares, ,89.33%,2013-12-31
01398,International Bank of Paris and Shanghai,https://webb-site.com/dbpub/orgdata.asp?p=1690,CN,,Ordinary shares, ,50.00%, 
01398,Tung Shing Holdings Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=6801,VG,,Ordinary shares, ,75.00%,2004-12-31
01988,CMBC INTERNATIONAL HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2382713,HK,2015-02-11,Ordinary shares, ,100.00%,2018-06-30
02356,Banco Commercial de Macau S.A.,https://webb-site.com/dbpub/orgdata.asp?p=12265,,,Ordinary shares, ,100.00%,2012-12-31
02356,BANK CONSORTIUM HOLDING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=30579,HK,1999-05-12,Ordinary shares, ,13.33%,2013-12-31
02356,"DAH SING BANK, LIMITED",https://webb-site.com/dbpub/orgdata.asp?p=1157,HK,1947-05-01,Ordinary shares, ,100.00%,2012-12-31
02356,DAH SING COMPUTER SYSTEMS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=308580,HK,1985-08-23,Ordinary shares, ,100.00%,2012-12-31
02356,DAH SING FINANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=185344,HK,1973-03-09,Ordinary shares, ,100.00%,2012-12-31
02356,DAH SING INSURANCE BROKERS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=453345,HK,1991-03-19,Ordinary shares, ,100.00%,2012-12-31
02356,DAH SING NOMINEES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=185345,HK,1973-03-09,Ordinary shares, ,100.00%,2012-12-31
02356,DAH SING PROPERTIES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=344234,HK,1987-07-03,Ordinary shares, ,100.00%,2012-12-31
02356,DAH SING SECURITIES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=23377,HK,1999-08-27,Ordinary shares, ,100.00%,2012-12-31
02356,DSB BCM (1) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1148225,HK,2005-10-12,Ordinary shares, ,100.00%,2012-12-31
02356,DSB BCM (2) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1147056,HK,2005-10-05,Ordinary shares, ,100.00%,2012-12-31
02356,MEVAS (1931) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=21436,HK,1931-12-12,Ordinary shares, ,100.00%,2012-12-31
02356,MEVAS NOMINEES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=169672,HK,1968-12-03,Ordinary shares, ,100.00%,2012-12-31
02356,MODERN BRIGHT HONG KONG LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1311680,HK,2007-09-05,Ordinary shares, ,100.00%,2012-12-31
02356,MODERN WORLD HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1311697,HK,2007-09-05,Ordinary shares, ,100.00%,2012-12-31
02356,OK FINANCE LIMITED (HK),https://webb-site.com/dbpub/orgdata.asp?p=1744051,HK,2011-05-06,Ordinary shares, ,100.00%,2012-12-31
02356,PACIFIC FINANCE (HONG KONG) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=646241,HK,1994-11-08,Ordinary shares, ,100.00%,2012-12-31
02356,VANISHING BORDER INVESTMENT SERVICES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=532114,HK,1992-09-29,Ordinary shares, ,100.00%,2012-12-31
02388,BANK OF CHINA (HONG KONG) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=15356,HK,1964-10-16,Ordinary shares, ,100.00%,2017-12-31
02388,BOC GROUP LIFE ASSURANCE COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=24261,HK,1997-03-12,Ordinary shares, ,51.00%,2012-12-31
02888,STANDARD CHARTERED BANK (HONG KONG) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1609,HK,2003-12-12,Ordinary shares, ,100.00%, 
02888,STANDARD CHARTERED HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2607497,GB,1989-09-25,Ordinary shares, ,100.00%,2012-12-31
03968,CMB International Capital Holdings Corporation Limited,https://webb-site.com/dbpub/orgdata.asp?p=36127,HK,1993-07-06,Ordinary shares, ,100.00%,2010-12-31
03988,BANK OF CHINA GROUP INSURANCE COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=20557,HK,1975-05-23,Ordinary shares, ,100.00%,2010-12-31
03988,BANK OF CHINA GROUP INVESTMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2008,HK,1984-12-11,Ordinary shares, ,100.00%,2012-12-31
03988,BOC HONG KONG (GROUP) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=918296,HK,2001-09-12,Ordinary shares, ,100.00%,2012-12-31
03988,BOC INTERNATIONAL HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=11472,HK,1998-07-10,Ordinary shares, ,100.00%,2018-06-21
03988,HONG KONG NOTE PRINTING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=3294,HK,1995-12-12,Ordinary shares, ,10.00%,1997-10-14
03988,IFC DEVELOPMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=3542,VG,,Ordinary shares, ,5.00%, 
03988,"SUN CHUNG ESTATE COMPANY, LIMITED",https://webb-site.com/dbpub/orgdata.asp?p=3820,HK,1982-11-19,Ordinary shares, ,100.00%, 
03988,Tai Fung Bank Limited,https://webb-site.com/dbpub/orgdata.asp?p=2016,MO,,Ordinary shares, ,50.00%, 
04606,AVIC CCB Aviation Industry Equity Investment (Tianjin) Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=2537278,CN,,Equity joint venture, , ,2012-12-31
04606,CCB International Group Holdings Limited,https://webb-site.com/dbpub/orgdata.asp?p=1214542,HK,2006-08-15,Ordinary shares, ,100.00%,2018-10-26
04606,China Construction Bank (Asia) Corporation Limited,https://webb-site.com/dbpub/orgdata.asp?p=662,HK,1912-02-21,Ordinary shares, ,100.00%,2012-12-31
04606,DIAMOND STRING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=51569,HK,1993-03-18,Ordinary shares, ,50.00%,2008-07-31
04609,CMBC INTERNATIONAL HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2382713,HK,2015-02-11,Ordinary shares, ,100.00%,2018-06-30
04614,CMB International Capital Holdings Corporation Limited,https://webb-site.com/dbpub/orgdata.asp?p=36127,HK,1993-07-06,Ordinary shares, ,100.00%,2010-12-31
00662,"ASIA INSURANCE COMPANY, LIMITED",https://webb-site.com/dbpub/orgdata.asp?p=2163,HK,1959-08-10,Ordinary shares, ,100.00%,2010-12-31
00662,ASIA INVESTMENT MANAGEMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=14921,HK,1999-02-05,Ordinary shares, ,100.00%,2002-02-15
00662,BANK CONSORTIUM HOLDING LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=30579,HK,1999-05-12,Ordinary shares, ,13.30%,2018-12-31
00662,BC REINSURANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=21012,HK,2000-10-18,Ordinary shares, ,21.00%,2018-12-31
00662,HONG KONG LIFE INSURANCE LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=21011,HK,2000-03-17,Ordinary shares, ,16.67%,2018-12-31
00945,MANUFACTURERS LIFE INSURANCE COMPANY (THE),https://webb-site.com/dbpub/orgdata.asp?p=136318,CA,,Ordinary shares, ,100.00%,2010-12-31
00966,Taiping Financial Holdings Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=328078,HK,1986-10-15,Ordinary shares, ,100.00%,2017-11-14
01299,AIA Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=21397,HK,1931-04-14,Ordinary shares, ,100.00%,2013-12-31
01299,AIA International Limited,https://webb-site.com/dbpub/orgdata.asp?p=48820,BM,1959-01-16,Ordinary shares, ,100.00%,2013-12-31
01336,New China Asset Management (Hong Kong) Limited,https://webb-site.com/dbpub/orgdata.asp?p=2041201,HK,2013-03-26,Ordinary shares, ,40.00%,2017-12-31
01336,"New China Asset Management Co., Ltd.",https://webb-site.com/dbpub/orgdata.asp?p=1920901,CN,,Ordinary shares, ,99.40%,2017-12-31
01339,PICC Life Insurance Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=1986102,CN,,Ordinary shares, ,80.00%,2012-12-31
02318,CHINA PING AN INSURANCE (HONG KONG) COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=46578,HK,1976-08-17,Ordinary shares, ,100.00%,2013-12-31
02318,CHINA PING AN INSURANCE OVERSEAS (HOLDINGS) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=720770,HK,1996-10-24,Ordinary shares, ,100.00%,2013-12-31
02318,"China Ping An Trust Co., Ltd.",https://webb-site.com/dbpub/orgdata.asp?p=21334,,,Ordinary shares, ,99.88%,2012-12-31
02318,"Ping An Life Insurance Company of China, Ltd.",https://webb-site.com/dbpub/orgdata.asp?p=2548203,CN,,Ordinary shares, ,99.51%,2012-12-31
02318,PING AN OF CHINA ASSET MANAGEMENT (HONG KONG) COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=70773,HK,2006-05-16,Ordinary shares, ,100.00%,2013-12-31
02318,Ping An of China Capital (Hong Kong) Company Limited,https://webb-site.com/dbpub/orgdata.asp?p=68488,HK,2010-04-27,Ordinary shares, ,100.00%,2013-12-31
02318,PING AN OF CHINA SECURITIES (HONG KONG) COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=50969,HK,2006-07-19,Ordinary shares, ,100.00%,2013-12-31
02318,"Ping An Property & Casualty Insurance Company of China, Ltd",https://webb-site.com/dbpub/orgdata.asp?p=2546828,,,Ordinary shares, ,99.51%,2011-12-31
02328,China Aerospace Investment Holdings Ltd,https://webb-site.com/dbpub/orgdata.asp?p=2442201,CN,2006-12-29,Ordinary shares, ,16.84%,2012-12-31
02378,Jackson National Life Insurance Company,https://webb-site.com/dbpub/orgdata.asp?p=58132,US,,Ordinary shares, ,100.00%,2011-12-31
02378,M & G GROUP LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=2653417,GB,1959-07-24,Ordinary shares, ,100.00%,2012-12-31
02378,PRUDENTIAL HOLDINGS LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=148662,GB,2000-09-01,Ordinary shares, ,100.00%,2012-12-31
02601,China Pacific Life Insurance Corporation Limited,https://webb-site.com/dbpub/orgdata.asp?p=2496082,CN,,Ordinary shares, ,98.29%,2012-12-31
00053,ASIA FOUNTAIN INVESTMENT COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=255894,HK,1981-10-02,Ordinary shares, ,100.00%,2012-06-30
00053,ASIAN FINANCIAL COMMON WEALTH (PTC) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=149926,VG,,Ordinary shares, ,100.00%,2012-12-31
00053,GUOCO INVESTMENTS (CHINA) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=505627,HK,1992-04-28,Ordinary shares, ,100.00%,2012-06-30
00053,GUOCO MANAGEMENT COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=452385,HK,1991-03-07,Ordinary shares, ,100.00%,2012-12-31
00053,Guoco Securities (Bermuda) Limited,https://webb-site.com/dbpub/orgdata.asp?p=15267691,BM,,Ordinary shares, ,100.00%,2015-11-25
00053,GuocoEquity Assets Limited,https://webb-site.com/dbpub/orgdata.asp?p=43320,HK,1981-01-27,Ordinary shares, ,100.00%,2012-06-30
00053,"Shanghai Hao Cheng Property Co., Ltd.",https://webb-site.com/dbpub/orgdata.asp?p=7195,CN,,Equity joint venture, ,77.00%,1998-06-30
00053,"Shanghai Yong Hao Property Co., Ltd.",https://webb-site.com/dbpub/orgdata.asp?p=7194,CN,,Equity joint venture, ,66.00%,1998-06-30
00068,"LEE HING INVESTMENT COMPANY, LIMITED",https://webb-site.com/dbpub/orgdata.asp?p=160590,HK,1961-11-14,Ordinary shares, ,100.00%,2015-12-31
00068,WANG TAK COMPANY LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=160284,HK,1961-06-28,Ordinary shares, ,100.00%,2015-12-31
00080,Gransing Financial Group Limited,https://webb-site.com/dbpub/orgdata.asp?p=2641802,VG,,Ordinary shares,48,17.52%,2018-06-30
00139,Celestial Lodge Limited,https://webb-site.com/dbpub/orgdata.asp?p=2665064,VG,,Ordinary shares, ,100.00%,2016-11-28
00139,Hoshing Limited,https://webb-site.com/dbpub/orgdata.asp?p=2346044,VG,,Ordinary shares, ,100.00%,2018-01-23
00139,Instant Achieve Limited,https://webb-site.com/dbpub/orgdata.asp?p=2676103,VG,,Ordinary shares, ,100.00%,2017-09-08
00139,Sino Green Holdings Limited (VG),https://webb-site.com/dbpub/orgdata.asp?p=2352251,VG,,Ordinary shares, ,100.00%,2014-11-28
00139,Winsey Enterprises Limited,https://webb-site.com/dbpub/orgdata.asp?p=11796675,VG,,Ordinary shares, ,100.00%,2017-12-29
00165,ALLY POINT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=1258742,HK,2007-02-23,Ordinary shares, ,100.00%,2012-12-31
00165,CEL (SECRETARIES) LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=351530,HK,1987-10-02,Ordinary shares, ,100.00%,2012-12-31
00165,CEL MANAGEMENT SERVICES LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=312634,HK,1985-10-25,Ordinary shares, ,100.00%,2012-12-31
00165,CHINA EVERBRIGHT ASSETS MANAGEMENT LIMITED,https://webb-site.com/dbpub/orgdata.asp?p=66272,HK,1990-08-07,Ordinary shares, ,100.00%,2012-12-31
