CompanyCode,Issuer,Domicile:,Shares,Stake,Holding date,Formed,Issue,Dissolved date:,Formed,Incorporation number:,Last check on companies registry:,PIBA ID:,Primary Listing:,SFC ID:,Status:,Type:,Web sites:,Year-end:,URL
5,HSBC Global Asset Management (Hong Kong) Limited,Hong Kong, ,100.00%,2012-12-31,1973-03-09,Ordinary shares,,1973-03-09,0032420,2019-10-23,,,AAF684,Active,"Private, ltd by shares",www.assetmanagement.hsbc.com/hk,,https://webb-site.com/dbpub/orgdata.asp?p=16058
5,HSBC INSURANCE HOLDINGS LIMITED,England & Wales, ,100.00%,2012-12-31,1969-06-17,Ordinary shares,,1969-06-17,00956325,2020-01-10,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=21343
5,HSBC North America Holdings Inc.,United States of America, ,100.00%, ,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=1994036
5,HSBC SECURITIES (ASIA) LIMITED,Hong Kong, ,100.00%,2008-12-31,1973-05-18,Ordinary shares,,1973-05-18,0033611,2019-10-23,,,AAB241,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=35347
5,HSBC SECURITIES BROKERS (ASIA) LIMITED 滙豐證券經紀(亞洲)有限公司,Hong Kong, ,100.00%,2008-12-31,1993-07-08,Ordinary shares,,1993-07-08,0433193,2019-12-07,,,ACB389,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=50856
5,IBUSINESSCORPORATION.COM LIMITED,Hong Kong, , ,2000-06-20,2000-01-12,Ordinary shares,,2000-01-12,0700819,2019-12-13,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=10767
11,BARROWGATE LIMITED,Hong Kong, ,24.64%,2013-12-31,1987-07-24,Ordinary shares,,1987-07-24,0194142,2020-01-15,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1661
11,HANG SENG (NOMINEE) LIMITED 恒生(代理人)有限公司,Hong Kong, ,100.00%,2013-12-31,1963-12-03,Ordinary shares,,1963-12-03,0009504,2020-01-07,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=162853
11,Hang Seng Bank (China) Limited,The People's Republic of China, ,100.00%,2013-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=44640
11,HANG SENG BANK (TRUSTEE) LIMITED 恒生銀行信託有限公司,Hong Kong, ,100.00%,2013-12-31,1963-12-03,Ordinary shares,,1963-12-03,0009505,2020-01-07,,,,Active,"Public, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=162854
11,HANG SENG BANK TRUSTEE INTERNATIONAL LIMITED,Bahamas, ,100.00%,2012-12-31,,Ordinary shares,,,,2017-01-07,,,,,Registered non-HK,,,https://webb-site.com/dbpub/orgdata.asp?p=149051
11,HANG SENG CREDIT LIMITED 恒生授信有限公司,Hong Kong, ,100.00%,2013-12-31,1981-05-08,Ordinary shares,,1981-05-08,0097553,2020-01-10,,,,Active,"Public, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=249901
11,HANG SENG FINANCE LIMITED 恒生財務有限公司,Hong Kong, ,100.00%,2013-12-31,1972-01-25,Ordinary shares,,1972-01-25,0026639,2020-01-07,,,AAL277,Active,"Public, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=26437
11,Hang Seng Indexes Company Limited 恒生指數有限公司,Hong Kong, ,100.00%,2013-12-31,1984-04-06,Ordinary shares,,1984-04-06,0135218,2020-01-07,,,,Active,"Private, ltd by shares",www.hsi.com.hk,,https://webb-site.com/dbpub/orgdata.asp?p=56825
11,Hang Seng Insurance Company Limited,, ,100.00%,2013-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=29488
11,HANG SENG INVESTMENT MANAGEMENT LIMITED 恒生投資管理有限公司,Hong Kong, ,100.00%,2013-12-31,1993-04-01,Ordinary shares,,1993-04-01,0413695,2020-01-11,,,ABT330,Active,"Private, ltd by shares",www.hangsenginvestment.com,,https://webb-site.com/dbpub/orgdata.asp?p=70118
11,HANG SENG LIFE LIMITED 恒生人壽保險有限公司,Hong Kong, ,100.00%,2013-12-31,1974-02-12,Ordinary shares,,1974-02-12,0037216,2020-01-07,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=3915
11,HANG SENG REAL ESTATE MANAGEMENT LIMITED 恒生物業管理有限公司,Hong Kong, ,100.00%,2013-12-31,1982-09-24,Ordinary shares,,1982-09-24,0116848,2020-01-10,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=269055
11,HANG SENG SECURITIES LIMITED 恒生證券有限公司,Hong Kong, ,100.00%,2013-12-31,1988-07-15,Ordinary shares,,1988-07-15,0221504,2020-01-07,,,AAH273,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=50840
11,HASEBA INVESTMENT COMPANY LIMITED 恒生投資有限公司,Hong Kong, ,100.00%,2013-12-31,1970-01-06,Ordinary shares,,1970-01-06,0019195,2020-01-07,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=172380
11,HIGH TIME INVESTMENTS LIMITED 高泰投資有限公司,Hong Kong, ,100.00%,2013-12-31,1991-05-14,Ordinary shares,,1991-05-14,0309588,2020-01-12,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=460566
11,IBUSINESSCORPORATION.COM LIMITED,Hong Kong, , ,2000-06-20,2000-01-12,Ordinary shares,,2000-01-12,0700819,2019-12-13,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=10767
11,YAN NIN DEVELOPMENT COMPANY LIMITED 恩年發展有限公司,Hong Kong, ,100.00%,2013-12-31,1975-05-27,Ordinary shares,,1975-05-27,0042849,2019-12-21,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=195631
23,Bank of East Asia (China) Limited,The People's Republic of China, ,100.00%,2011-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=42392
23,BLUE CROSS (ASIA-PACIFIC) INSURANCE LIMITED 藍十字(亞太)保險有限公司,Hong Kong, ,100.00%,2010-12-31,1969-11-21,Ordinary shares,,1969-11-21,0018845,2020-01-14,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=134733
23,East Asia Secretaries (BVI) Limited,British Virgin Islands, ,75.60%,2008-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=22553
23,EAST ASIA SECURITIES COMPANY LIMITED 東亞證券有限公司,Hong Kong, ,100.00%,2008-12-31,1985-05-28,Ordinary shares,,1985-05-28,0151978,2019-12-23,,,AAE876,Active,"Private, ltd by shares",www.easecurities.com.hk,,https://webb-site.com/dbpub/orgdata.asp?p=21200
23,Tricor Holdings Limited (VG),British Virgin Islands, ,75.60%,2006-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=16637
23,Tung Shing Holdings Company Limited,British Virgin Islands, ,25.00%,2004-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=6801
440,Cycle Chance Limited,British Virgin Islands, ,100.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586806
440,DAH SING COMPANY LIMITED 大新企業有限公司,Hong Kong, ,100.00%,2015-12-31,1964-05-13,Ordinary shares,,1964-05-13,0010139,2019-12-20,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=163475
440,Dah Sing Holdings Limited,Bermuda, ,100.00%,2015-12-31,1989-08-18,Ordinary shares,,1989-08-18,14929,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586800
440,DAH SING INSURANCE AGENCY LIMITED 大新保險代理有限公司,Hong Kong, ,100.00%,2015-12-31,1987-04-28,Ordinary shares,,1987-04-28,0187656,2019-12-21,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=339335
440,DAH SING INSURANCE COMPANY (1976) LIMITED 大新保險(1976)有限公司,Hong Kong, ,100.00%,2015-12-31,1976-08-20,Ordinary shares,,1976-08-20,0048959,2019-12-20,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=201677
440,DAH SING INSURANCE COMPANY LIMITED 大新保險有限公司,Bermuda, ,100.00%,2015-12-31,1998-07-14,Ordinary shares,,1998-07-14,25241,2017-01-07,,,,,Registered non-HK,www.dahsinginsurance.com,,https://webb-site.com/dbpub/orgdata.asp?p=134724
440,Dah Sing International Limited,Bermuda, ,100.00%,2015-12-31,1990-07-26,Ordinary shares,,1990-07-26,15730,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586801
440,Dah Sing Medical Science Investment Incorporated,British Virgin Islands, ,100.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586802
440,DAH SING SECRETARIAL SERVICES LIMITED,Hong Kong, ,100.00%,2015-12-31,1987-07-28,Ordinary shares,,1987-07-28,0194382,2019-12-22,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=345998
440,DSE INVESTMENT SERVICES LIMITED,Hong Kong, ,100.00%,2015-12-31,1994-04-28,Ordinary shares,,1994-04-28,0476604,2019-12-27,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=626642
440,DSFH LIMITED,Hong Kong, ,100.00%,2015-12-31,1999-10-22,Ordinary shares,,1999-10-22,0692162,2019-12-30,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=840936
440,Filey Investment Corporation,Panama, ,100.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586803
440,High Standard Investment Ltd.,British Virgin Islands, ,100.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586804
440,"LUEN FUNG INVESTMENT COMPANY, LIMITED 鸞鳳置業有限公司",Hong Kong, ,100.00%,2015-12-31,1955-09-21,Ordinary shares,,1955-09-21,0004320,2019-12-17,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=157839
440,Macau Insurance Company Limited,Macau Special Administrative Region, ,96.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586807
440,Macau Life Insurance Company Limited,Macau Special Administrative Region, ,96.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586808
440,NEWINNER INVESTMENTS LIMITED 新永華投資有限公司,Hong Kong, ,100.00%,2015-12-31,1994-01-18,Ordinary shares,,1994-01-18,0461454,2020-01-02,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=611590
440,TAHOE INSURANCE SERVICES LIMITED 泰禾保險服務有限公司,Hong Kong, ,100.00%,2015-12-31,1985-09-27,Ordinary shares,,1985-09-27,0159215,2019-12-21,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=311116
440,TAHOE LIFE INSURANCE COMPANY LIMITED 泰禾人壽保險有限公司,Bermuda, ,100.00%,2015-12-31,1989-11-01,Ordinary shares,,1989-11-01,15073,2017-03-11,,,ABE861,,Registered non-HK,,,https://webb-site.com/dbpub/orgdata.asp?p=131556
440,Upway Wealth International Limited,British Virgin Islands, ,100.00%,2015-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=2586805
440,WOF ESCROW LIMITED,Hong Kong, ,100.00%,2015-12-31,1972-07-21,Ordinary shares,,1972-07-21,0028713,2019-12-20,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=181749
440,WORLD PROSPER LIMITED 維興有限公司,Hong Kong, ,100.00%,2015-12-31,2004-03-19,Ordinary shares,,2004-03-19,0890172,2019-12-31,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1037989
626,NET ALLIANCE CO. LIMITED 網聯(香港)有限公司,Hong Kong, ,17.60%,2013-12-31,2000-03-27,Ordinary shares,2018-02-08,2000-03-27,0710034,2019-10-25,,,,Members' vol. wind-up,"Private, ltd by shares",www.netalliance.com.hk,,https://webb-site.com/dbpub/orgdata.asp?p=858671
626,PUBLIC BANK (HONG KONG) LIMITED 大眾銀行(香港)有限公司,Hong Kong, ,100.00%,2013-12-31,1934-12-31,Ordinary shares,,1934-12-31,0001299,2019-12-30,,,AAE468,Active,"Public, ltd by shares",www.publicbank.com.hk,,https://webb-site.com/dbpub/orgdata.asp?p=1626
626,WINTON (B.V.I.) LIMITED,British Virgin Islands, ,100.00%,2013-12-31,,Ordinary shares,,,,2017-03-10,,,,,Registered non-HK,,,https://webb-site.com/dbpub/orgdata.asp?p=141581
939,AVIC CCB Aviation Industry Equity Investment (Tianjin) Company Limited,The People's Republic of China, , ,2012-12-31,,Equity joint venture,,,,,,,,,Equity Joint Venture,,,https://webb-site.com/dbpub/orgdata.asp?p=2537278
939,CCB International Group Holdings Limited 建行國際集團控股有限公司,Hong Kong, ,100.00%,2018-10-26,2006-08-15,Ordinary shares,,2006-08-15,1067263,2019-12-10,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1214542
939,China Construction Bank (Asia) Corporation Limited 中國建設銀行(亞洲)股份有限公司,Hong Kong, ,100.00%,2012-12-31,1912-02-21,Ordinary shares,,1912-02-21,0000116,2019-12-07,,,AAC155,Active,"Public, ltd by shares",www.asia.ccb.com,,https://webb-site.com/dbpub/orgdata.asp?p=662
939,DIAMOND STRING LIMITED 華力達有限公司,Hong Kong, ,50.00%,2008-07-31,1993-03-18,Ordinary shares,,1993-03-18,0410132,2019-12-21,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=51569
1111,BANK CONSORTIUM HOLDING LIMITED 銀聯控股有限公司,Hong Kong, ,13.33%,2012-12-31,1999-05-12,Ordinary shares,,1999-05-12,0675350,2020-01-15,,,,Active,"Private, ltd by shares",www.bcthk.com,,https://webb-site.com/dbpub/orgdata.asp?p=30579
1111,BC REINSURANCE LIMITED 銀和再保險有限公司,Hong Kong, ,21.00%,2012-12-31,2000-10-18,Ordinary shares,,2000-10-18,0734952,2020-01-15,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=21012
1111,CARD ALLIANCE COMPANY LIMITED 卡聯有限公司,Hong Kong, ,100.00%,2012-12-31,2000-03-20,Ordinary shares,,2000-03-20,0709178,2019-10-25,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=857820
1111,Chong Hing (Nominees) Limited 創興(代理)有限公司,Hong Kong, ,100.00%,2012-12-31,1970-11-06,Ordinary shares,,1970-11-06,0021987,2019-12-16,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1644
1111,CHONG HING COMMODITIES AND FUTURES LIMITED 創興商品期貨有限公司,Hong Kong, ,100.00%,2012-12-31,1987-05-19,Ordinary shares,,1987-05-19,0189138,2019-12-17,,,AAJ506,Active,"Private, ltd by shares",www.chcf.com.hk,,https://webb-site.com/dbpub/orgdata.asp?p=71812
1111,Chong Hing Finance Limited 創興財務有限公司,Hong Kong, ,100.00%,2012-12-31,1973-07-04,Ordinary shares,,1973-07-04,0034401,2019-12-16,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=187296
1111,Chong Hing Information Technology Limited 創興資訊科技有限公司,Hong Kong, ,100.00%,2012-12-31,1975-12-23,Ordinary shares,,1975-12-23,0045424,2019-12-16,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=198178
1111,CHONG HING INSURANCE COMPANY LIMITED 創興保險有限公司,Hong Kong, ,100.00%,2012-12-31,1960-05-28,Ordinary shares,,1960-05-28,0006012,2019-12-15,,,,Active,"Private, ltd by shares",www.chins.com.hk,,https://webb-site.com/dbpub/orgdata.asp?p=134722
1111,CHONG HING SECURITIES LIMITED 創興證券有限公司,Hong Kong, ,100.00%,2012-12-31,1984-12-07,Ordinary shares,,1984-12-07,0144540,2019-12-17,,,AAA806,Active,"Private, ltd by shares",www.chsec.com.hk,,https://webb-site.com/dbpub/orgdata.asp?p=50782
1111,GALLBRAITH LIMITED 高堡富有限公司,Hong Kong, ,100.00%,2012-12-31,1981-01-20,Ordinary shares,,1981-01-20,0092409,2020-01-01,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=244800
1111,HERO MARKER LIMITED 鴻強有限公司,Hong Kong, ,100.00%,2012-12-31,2011-11-23,Ordinary shares,,2011-11-23,1683435,2019-12-25,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1829699
1111,HONG KONG LIFE INSURANCE LIMITED 香港人壽保險有限公司,Hong Kong, ,16.70%,2012-12-31,2000-03-17,Ordinary shares,,2000-03-17,0708790,2019-10-23,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=21011
1111,NET ALLIANCE CO. LIMITED 網聯(香港)有限公司,Hong Kong, ,17.60%,2012-12-31,2000-03-27,Ordinary shares,2018-02-08,2000-03-27,0710034,2019-10-25,,,,Members' vol. wind-up,"Private, ltd by shares",www.netalliance.com.hk,,https://webb-site.com/dbpub/orgdata.asp?p=858671
1111,TOP BENEFIT ENTERPRISE LIMITED 高潤企業有限公司,Hong Kong, ,100.00%,2012-12-31,2011-07-21,Ordinary shares,,2011-07-21,1638910,2019-12-25,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1785183
1288,ABC INTERNATIONAL HOLDINGS LIMITED 農銀國際控股有限公司,Hong Kong, ,100.00%,2017-07-28,2009-11-10,Ordinary shares,,2009-11-10,1389818,2019-12-12,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1536385
1398,China Hua Rong Asset Management Corporation,The People's Republic of China, ,100.00%,2000-10-09,,Ordinary shares,,,,,,,,,,,,https://webb-site.com/dbpub/orgdata.asp?p=11739
1398,Chinese Mercantile Bank 華商銀行,The People's Republic of China, ,30.00%,1996-12-31,,Ordinary shares,,,,,,,,,,www.cmbcn.com.cn,,https://webb-site.com/dbpub/orgdata.asp?p=1688
1398,ICBC International Holdings Limited 工銀國際控股有限公司,Hong Kong, ,100.00%,2013-03-31,1973-03-30,Ordinary shares,,1973-03-30,0032719,2019-10-23,,,,Active,"Public, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=60975
1398,Industrial and Commercial Bank of China (Macau) Limited,Macau Special Administrative Region, ,89.33%,2013-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=58727
1398,International Bank of Paris and Shanghai,The People's Republic of China, ,50.00%, ,,Ordinary shares,,,,,,,,,,,,https://webb-site.com/dbpub/orgdata.asp?p=1690
1398,Tung Shing Holdings Company Limited,British Virgin Islands, ,75.00%,2004-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=6801
1988,CMBC INTERNATIONAL HOLDINGS LIMITED 民生商銀國際控股有限公司,Hong Kong, ,100.00%,2018-06-30,2015-02-11,Ordinary shares,,2015-02-11,2202737,2020-01-11,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=2382713
2356,Banco Commercial de Macau S.A.,, ,100.00%,2012-12-31,,Ordinary shares,,,,,,,,,Ltd by shares,,,https://webb-site.com/dbpub/orgdata.asp?p=12265
2356,BANK CONSORTIUM HOLDING LIMITED 銀聯控股有限公司,Hong Kong, ,13.33%,2013-12-31,1999-05-12,Ordinary shares,,1999-05-12,0675350,2020-01-15,,,,Active,"Private, ltd by shares",www.bcthk.com,,https://webb-site.com/dbpub/orgdata.asp?p=30579
2356,"DAH SING BANK, LIMITED 大新銀行有限公司",Hong Kong, ,100.00%,2012-12-31,1947-05-01,Ordinary shares,,1947-05-01,0002310,2019-12-19,,,AAK565,Active,"Public, ltd by shares",www.dahsing.com,,https://webb-site.com/dbpub/orgdata.asp?p=1157
2356,DAH SING COMPUTER SYSTEMS LIMITED 大新電腦系統有限公司,Hong Kong, ,100.00%,2012-12-31,1985-08-23,Ordinary shares,,1985-08-23,0156655,2019-12-21,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=308580
2356,DAH SING FINANCE LIMITED 大新財務有限公司,Hong Kong, ,100.00%,2012-12-31,1973-03-09,Ordinary shares,,1973-03-09,0032418,2019-12-20,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=185344
2356,DAH SING INSURANCE BROKERS LIMITED 大新保險顧問有限公司,Hong Kong, ,100.00%,2012-12-31,1991-03-19,Ordinary shares,,1991-03-19,0302337,2019-12-24,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=453345
2356,DAH SING NOMINEES LIMITED 大新信託有限公司,Hong Kong, ,100.00%,2012-12-31,1973-03-09,Ordinary shares,,1973-03-09,0032419,2019-12-20,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=185345
2356,DAH SING PROPERTIES LIMITED,Hong Kong, ,100.00%,2012-12-31,1987-07-03,Ordinary shares,,1987-07-03,0192596,2019-12-22,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=344234
2356,DAH SING SECURITIES LIMITED 大新證券有限公司,Hong Kong, ,100.00%,2012-12-31,1999-08-27,Ordinary shares,,1999-08-27,0686667,2019-12-25,,,AFM972,Active,"Private, ltd by shares",www.dahsing.com,,https://webb-site.com/dbpub/orgdata.asp?p=23377
2356,DSB BCM (1) LIMITED,Hong Kong, ,100.00%,2012-12-31,2005-10-12,Ordinary shares,,2005-10-12,1000743,2020-01-05,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1148225
2356,DSB BCM (2) LIMITED,Hong Kong, ,100.00%,2012-12-31,2005-10-05,Ordinary shares,,2005-10-05,0999573,2020-01-03,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1147056
2356,MEVAS (1931) LIMITED 豐明(1931)有限公司,Hong Kong, ,100.00%,2012-12-31,1931-12-12,Ordinary shares,,1931-12-12,0001047,2019-12-19,,,AAL484,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=21436
2356,MEVAS NOMINEES LIMITED,Hong Kong, ,100.00%,2012-12-31,1968-12-03,Ordinary shares,,1968-12-03,0016432,2019-12-20,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=169672
2356,MODERN BRIGHT HONG KONG LIMITED 新力輝香港有限公司,Hong Kong, ,100.00%,2012-12-31,2007-09-05,Ordinary shares,,2007-09-05,1164641,2020-01-06,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1311680
2356,MODERN WORLD HOLDINGS LIMITED 新力威集團有限公司,Hong Kong, ,100.00%,2012-12-31,2007-09-05,Ordinary shares,,2007-09-05,1164658,2020-01-06,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1311697
2356,OK FINANCE LIMITED (HK) 安基財務有限公司,Hong Kong, ,100.00%,2012-12-31,2011-05-06,Ordinary shares,,2011-05-06,1597759,2019-10-24,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=1744051
2356,PACIFIC FINANCE (HONG KONG) LIMITED 怡泰富財務(香港)有限公司,Hong Kong, ,100.00%,2012-12-31,1994-11-08,Ordinary shares,,1994-11-08,0496325,2020-01-04,,,,Active,"Private, ltd by shares",,,https://webb-site.com/dbpub/orgdata.asp?p=646241
